review_id,app_id,review_text,label
137772059,1774060,"I love ball and paddle games that reinvents the genre (checkout wizorb) so I was pretty excited about this game. I purchased it on release and boy what a mess. It stutters like crazy on my steam deck which is surprising since it's only a 1.5 GB game. Also and the onus is on me for this one since I bought day one, but the controls on gamepad/deck is wishy-washy at best there isn't even an option to recalibrate controls. Maybe wait it out until the dev updates again. but for now I can't recommend.",0
137773694,2359850,I died 50 times in 10 minutes . Gameplay - https://youtu.be/-CEbSe3bylA,1
137772961,2359850,"Nice, clean, fun roguelike for cyber police dystopia fix. Nice variation of weapons too.",1
137771099,2266010,Good game.,1
137773738,1277920,idk what everyone is crying about its pretty fun to me,1
137772592,1277920,full of glitches and exploits,0
137772459,1277920,What a waste of time in a bad way too!! i'd rather play anything other than this.,0
137771483,1277920,"Don't even install this junk. You cannot get past the character creation if you want to play on the free server which will only let you play to a certain point, then you have to pay. They want a subscription for a game that looks 20 years old with worse controls than that (no diagonal movement). It sounded like a good game before, but is extremely poorly programmed/executed and has no chance with greedy developers.",0
137774101,1294810,"So this was a tough pill to swallow.  On one hand I look at the game and see good fundamentals that COULD become fun.  The way it stands right now, it is very buggy, ai is extremely sub par and the game is very poorly optimized, as I'm sure any console gamer will especially tell you on release as they only get 30fps max.    This is actually the first game Ive ever refunded in my 18 years on the platform.  I am finally at the point where if I cant enjoy the game on release, I don't want to encourage laziness from the developer, and if they need more time to make the game, an actually finished product, then they need to do that instead of rushing their half baked product out the door.  I enjoyed the first couple hours but I could already see the glaring issues at play and Id rather wait and just get the game 6 months down the line when it gets some updates and people actually want to play it",0
137773593,1294810,"Dont buy this pls, got the game for free with my Nvidia card but I still feel robbed. Slideshow cutscenes, horrible graphics, boring gameplay and no real challenge when it comes to combat. Please buy anything but this...",0
137772059,1774060,"I love ball and paddle games that reinvents the genre (checkout wizorb) so I was pretty excited about this game. I purchased it on release and boy what a mess. It stutters like crazy on my steam deck which is surprising since it's only a 1.5 GB game. Also and the onus is on me for this one since I bought day one, but the controls on gamepad/deck is wishy-washy at best there isn't even an option to recalibrate controls. Maybe wait it out until the dev updates again. but for now I can't recommend.",0
137773694,2359850,I died 50 times in 10 minutes . Gameplay - https://youtu.be/-CEbSe3bylA,1
137772961,2359850,"Nice, clean, fun roguelike for cyber police dystopia fix. Nice variation of weapons too.",1
137771099,2266010,Good game.,1
137773738,1277920,idk what everyone is crying about its pretty fun to me,1
137772592,1277920,full of glitches and exploits,0
137772459,1277920,What a waste of time in a bad way too!! i'd rather play anything other than this.,0
137771483,1277920,"Don't even install this junk. You cannot get past the character creation if you want to play on the free server which will only let you play to a certain point, then you have to pay. They want a subscription for a game that looks 20 years old with worse controls than that (no diagonal movement). It sounded like a good game before, but is extremely poorly programmed/executed and has no chance with greedy developers.",0
137774101,1294810,"So this was a tough pill to swallow.  On one hand I look at the game and see good fundamentals that COULD become fun.  The way it stands right now, it is very buggy, ai is extremely sub par and the game is very poorly optimized, as I'm sure any console gamer will especially tell you on release as they only get 30fps max.    This is actually the first game Ive ever refunded in my 18 years on the platform.  I am finally at the point where if I cant enjoy the game on release, I don't want to encourage laziness from the developer, and if they need more time to make the game, an actually finished product, then they need to do that instead of rushing their half baked product out the door.  I enjoyed the first couple hours but I could already see the glaring issues at play and Id rather wait and just get the game 6 months down the line when it gets some updates and people actually want to play it",0
137773593,1294810,"Dont buy this pls, got the game for free with my Nvidia card but I still feel robbed. Slideshow cutscenes, horrible graphics, boring gameplay and no real challenge when it comes to combat. Please buy anything but this...",0
137773026,1155330,"(Asked the Devs for a key and they hooked it up)  XCOM/Mutant Year Zero + Smash TV + The Running Man (With a cool trap avoidance system too)  Great vibes, great game!",1
137772703,1155330,A good little gem of a game. If you like turned based combat similar to xcom or any other top down turned based game you will like this game. The customization is not as deep as other games similar to this but the characters and battles make up for it. For the price they are asking it is very good.,1
137772345,1155330,"PROS: The tactical shooter part of the game is really enjoyable. Robust, interesting, and satisfying. The announcer can get a bit tiresome, but it's easily turned off.  CONS: Everything else. You are forced to play a 3rd person hide and seek for all these microscopic traps between battles. And the developers seemed to have just searched their assets for ""particle effects"" ""fire"" ""blood"" and ""flashing"" and plopped down stuff as much as possible. It's like the worst kind of easter egg hunt, and makes probably half the time you have the controller in your hand, un-fun.  Same with the intermission hub. Maybe there's a good reason to have it in third person and it just hasn't made itself obvious, but coming from XCOM2, you get all the same functionality (rooms, POI's, etc) but since you have to walk from room to room it takes you 4 or 5 times as long to do anything.   I'm going to keep playing, but every time i finish a battle now, I feel like I want to stop playing because I have to spend a chunk of time playing a dumb hide and seek game with the developers.  Oh, and if you are playing Ironman, you can't save in the Hub. It autosaves when you enter, and when you leave. So if you quit the game before you activate the next mission, you have to do the entire hub sequence again.   TLDR: Great Tactical Shooter stuffed in between so many poor design decisions.",0
137770969,1155330,"The tactic part is solid and entertaining but You have to walk from one level to the next.  On the path you have to avoid traps and interact with the environment. This with incredible slow and clunky controls makes it unbelievable annoying.  I just finnished level two and my immediate thought was ""oh no, I have to walk to level three!"" -> uninstall + refund",0
137770888,1155330,A great turn based strategy and lot of brutal fun. 10/10,1
137774149,1669000,A wonderful mix of 4x and tactical combat with lots of room for emergent stories,1
137774052,1669000,"Been having a lot of fun playing the game, lots to learn and explore. This game is going to eat my time for a long time to come.",1
137774046,1669000,"I haven't played Age of Wonders 3 too much or planetfall at all, but I'm absolutely in love with this game! It reminds me of a mixture of Civ and Heroes of Might and Magic 3. If you enjoy either of those games I think you will really love this one. The core gameplay is super solid and everything feels quite polished. The only complaint I would have is that it is hard to have an identity in this game. Most games have really unique races that scream for a playthrough with each, but AoW4 gives you so much customization that it is up to you to attribute the identity to your heroes and factions. I'm not entirely sure this is a complaint however because the customization is so amazing and makes the game infinitely replayable. Lastly, I LOVE the pantheon system. Basically it's a rogue-like system where every playthrough gives you experience to unlock different rewards. I love this because at times 4x games can feel unrewarding to finish. This makes sure that you actually finish your games and encourages you to keep playing. All in all I think this is an incredibly solid title that any strategy player should check out!",1
137774042,1669000,"Its like Endless Legend and Total War had a kid with Paradox abusing it on the weekends, 10/10.",1
137773882,1669000,Just a short first impression: It is good. They went in the direction I wished they would have done earlier by adding more civillization like mechanics than the previous entries had. It immedaitely felt more motivating than AoE III which I found to be somewhat dissapointing.  The downsides so far are the little movement heroes have compared to previous entries and that the KI likes to stack a ton of troops which requires the player to do the same which is just annoying micromanagement.  I am not sure yet how I feel about the race customizations. It makes them feel kinda ... samey.  In the 7 hours I played so far I had one crash that prevented me from continuing the current game as I somehow was unable to load any of the saves of that particular match.,1
137775071,2389240,"Ну хуй знает, геймплей на 15 минут, сыровато",1
137775071,2389240,"Ну хуй знает, геймплей на 15 минут, сыровато",1
137776104,2106910,"Okay so Ive played this game a bit.   I will come out and say it, the game very fun BUT BUT BUT BUT it is SUPER grindy. I personally love grinding out stuff. The game at first is a honestly pretty frustrating but really every problem I had has been solved by grinding out Faith and upgrading stuff. I did have one problem about how they presented Corruption as a game mechanic, which they basically didnt tell you at all....which is REALLY bad because Corruption can spiral out of control really quickly and basically end your run. Once I unlocked the Monk tower on the other hand, Corruption hasn't been a problem since.  I think in the latest update the dev(s) added a tutorial moment talking about how Corruption works which is a great update.   Overall I really do like this game, I personally don't mind the grind. I loved Rogue Tower and farming all of those upgrades. I just want to be clear there is a great game here, just under some grind.",1
137775484,2128270,The UI is extremly minimalistic but well thought out. It's easier to pick up than Rift Wizard but still has enough depth. Difficulty spike is also pretty good: You wont get one shotted at the first levels and therefore can experiment early on. There are harder difficulties and other content to unlock as you progress through the game.  For everyone who enjoys experimenting with skill systems.,1
137774449,2128270,"If you want to be an unarmed, evasive Monk who punches enemies from afar with mind fists, then look no further.   Awesome broken builds simulator, with streamlined yet traditional rogue-like mechanics. Clearly a passion project by a single dev and it is filled with flavour and endless potential.",1
137776204,1277920,"Pretty good game, no level caps many professions. Has a lot to offer, they don't make good games these days and this one is actually one to check out. They had server issues at launch what MMO doesn't lol. But yea game has loads of potential. All the negative reviews are from the F2P players and server issues.",1
137775196,1673090,WhooHOO this is a good little game! nice 2D RPG with a good amount to do and skill grinding if you like that stuff. The content is worth the current price and updates are regular enough. Looking forward to some big content updates in the future to hopefully expand this game out even further!,1
137776786,1294810,I want the $0 I paid for this back.,0
137776437,1294810,"Man I was hyped for this one, now boy do I feel like a twat. Redfall? More like Dreadful lmao",0
137775130,1294810,"Redfail Bethesda should pay us to play this...  Boring World AI Dumb AF Boring Weapons & Perks No Ability Choice Weird Letters all over the place to read Alot of Bugs & Glitches Singleplayer Game forced Online Always (Losing Connection to ""ArkNet"" = Loosing Progression",0
137774731,1294810,"I'm a huge Left 4 Dead, L4D2, and Back 4 Blood fan..  Redfall was marketed as a game that could give the above titles a run for their money..  How it ended.. well, we've all seen the reviews now.. Too many bugs, graphical glitches, dated mechanics, dull quests, empty areas, and uninspired game play.   Stay away. Don't think any amount of patches will fix the inherent problems with this game.. It's just bad - was a pleasure to uninstall after 2 hours.   Got it for free as an included promo with my hardware purchase, and I wish they included literally anything else..",0
137774263,1294810,"Sort of a cross between Far Cry and Borderlands. I can't understand all the bad reviews - the game runs fine, looks good, and is enjoyable to play. There seems to be some sort of bandwagon for haters, which imho says more about humanity than it does about this game.",1
137776969,1669000,"Grew up on HoMM, got really into Civ5 ... and this game is a combo of both. There are still some balancing tweaks that could be made and the late-game feels like a slog, but the core gameplay is JUICY.  10/10 Uninstalled Civ5",1
137776748,1669000,"I have been waiting 30 years for a worthy heir to Master of Magic. And I finally found it. This hits all the right boxes. Gorgeous graphics, overland strategic world map and close up tactical combat maps. Hiring heroes, discovering ancient wonders, researching multiple tomes of magic, multiple way to win the game, summoning monsters, making friend or enemy with other wizard kings, the list go on. And it's all there!",1
137776621,1669000,Do not buy this game until the constant crashes issues are fixed.,0
137776510,1669000,I have been a AOW fan for years. This game is by far the best in the series. You can customize so much and make your own world. Great presentation. Challenging game play. In depth mechanics. I foresee many enjoyable hours with a flesh eating Elf named Marvin.,1
137776223,1669000,"Probably one of the most enjoyable 4x games that has come out recently. But I'll skip the long winded review and just list my pros and cons.   Pros:  - Customization of empires is enjoyable and unlike anything I've played in a 4x game.  - Combat is more enjoyable than most games in this genre  - The UI is great and easy to navigate  - Clearly has a lot of great foundational systems that can be built upon by mods or dlc which I look forward to  - Diplomacy works pretty well  Cons:  - The tomes that decide what your empire can research could use some more fleshing out  - Thanks to the customization most of the units can have different traits but are ultimately the same base unit across empires (Scout, Battle Mage, Support, etc.) so they make look and have couple of different spells but ultimately just that base class which makes me feel like I'm just fighting Battle Mages with different skins. - The Seafaring system is so bare bones I'd rather just play maps with no water haha.",1
137776086,1669000,"It's a pretty decent 4X game that DESPERATELY needs an AI overhaul. Alliances are practically useless as they will never actively assist you and more often than not will drag out a game because of that point, all the while constantly whinging about not having enough money and pestering you for more while they turtle more and more. Honestly, if you've got 8 armies of 6 units right at your border, why not come down the road and help?  Multiple games will absolutely expose the fact that none of the racial stuff is even remotely worthwhile, just set dressing. Not to mention the Pantheon system - really neat idea to allow you to have a record of all your victories but the unlocks are heavily weighted towards useless cosmetics - very few choices will actually lead you to anything of actual value.\  Until they fix the AI issue at least, I can't in good conscience recommend this game to someone playing single player.",0
137776069,1669000,"A unique mash of Total War Warhammer, Civ & Stellaris.  I'd never heard of this series before this entry and can say two things, I am impressively bad at the game and I love it:D",1
137775851,1669000,"The depth of customization and presumably therefore replayability in this game is insane. You really do seem to be able to make whatever kind of fantasy race you want and play pretty much however you want. I wanted to make a peaceful cat race that's masters of the elemental arts and necromancy, but seen as virtuous and good guys by all the other races in the land. I did and am. My stupid ally dragged me into a war with one of the other major factions in my match and our magical might quickly put a stop to that. Being able to phase thru objects and getting a stacking buff for each spell I cast during combat, plus being able to reanimate the fallen in battle to use them to fight for me is a fun combo. I started dabbling in making my people more frost oriented with how many spells I now have related around that including the ability to terraform provinces into frozen wastelands which would hamper my enemies but buff my people.  If there was ever a kind of fantasy race of people and/or empire you wanted to build, this game will likely let you do it. Along the way, you'll probably find plenty of other interesting combos for future matches you might want to try out. My next run around, I want to try a race that's all about damaging the Morale of my enemies. I saw a spell that gives you a 90% chance to mind control a unit that's routing from low Morale and I want that.",1
137775612,1669000,bing chilling,1
137775608,1669000,Great to play around with transformations,1
137775401,1669000,Great game. Shame it crashes to desktop in battles so often.,0
137775198,1669000,"This game is incredible.  I first played the introductory zone, and thought I had made a mistake buying this game. I felt I was clicking end turn and waiting a LOT for things to happen, and then had so much magic I didn't know what any of it did. After 2 hours, I won a military victory at 123 turns and moved on to the story.  I made a Druidic Orc faction, and boy was it fun. I also stopped rushing through the turns, started checking the spells I had, reading the tooltips, and spent 4 hours playing this making it twice as long as my first campaign zone. Despite it taking twice as long, I completed this campaign on turn 27!  This game is like Civilization, meets Heroes of Might and Magic, with the customization of Stellaris, and the spells of Total War: Warhammer.   Unlike Civ, Stellaris and Total War however, it encourages you to finish a campaign, as you get rewards, progressions that carry across to be used in new factions or races in the future. Additionally the Hero you played as, if you complete the level, can come back in future campaigns, which creates some cool storytelling moments.  The game also has a UI like Crusader Kings 3. In a good way. It has nested tooltips, cool story events and moments (which are worth reading).  This game encourages you to take your time, slow down and not rush through it. That said if you are feeling lazy, you can auto-resolve the battles, or have them auto-play out while you watch the AI control your forces. You can also change the speeds. It's a fantastic addition.  Some simple tricks and tips are: Kill all the small mobs and enemy groups that you can see. The rewards are very worth it. Always try and be at your max number of towns but don't go over. Always be at your max cap of heroes, but you can go over this if you have the extra 30 gold per turn.  I picked this game up on a whim. I had a LOT of work to get done today. It was 11 hours later that I finally put it down and went ""oh damn.."" when I realised I was going to be up until 2am doing the work that I was meant to get done earlier today.   It's the first game in a LONG time that has made me lose complete track of time entirely, whilst enjoying every minute of it.   10/10",1
137775088,1669000,I love working hard to be able to afford games that I love playing... I am not a fan of spending my money to pay for a fifteen minute experience that ends in a crash.,0
137774875,1669000,after Civilization Vl i thought there wouldnt be anymore games just like or better. Age of wonder 4 is actually enjoyable in its own way and glad its not as bad as the other new games that came out just like these kinds of games...,1
137774752,1669000,Beautiful game.,1
137774589,1669000,Simply amazing. If Endless Legend was the foundation this is the Apex.,1
137774582,1669000,The devs are playing the game while the servers shit themselves..,1
137774466,1669000,"It would be nice if they focused on doing their best to assist with Proton compatibility.  The era of Windows domination for gaming may not be over, but it is definitely waning.  An otherwise fun, beautiful and engaging game.",1
137774255,1669000,its aight...,1
137776082,2362120,"A clever seek and find game with a merger twist. It was clearly made with a lot of love, and I found it very easy to get into. The quirky art style is very unique, like playing a new yorker magazine cover",1
137774696,2272420,"No controller support, normally wouldn't be an issue but the A button on my keyboard is broken and I just wanted to get playing this. Hope controller support can be added?",0
137774196,2272420,"this game will be harder than the first.if you read the tips, in the full game will have so much content such as dogs,rain,wanted posters and etc.. .I cant wait Thief Simultor 2 to come",1
137776135,1566200,Poor performance coupled with bad controls.,0
137775646,1566200,"Shooting in this game is way too 50/50, the exact same shot, postion and player can still miss even tho 2 mintutes ago it scored. Make the goalies shit. Idc if my goalie is shit too, just make it easier and more consistant to score. Makes the game more fun and less RNG around the AI.",0
137775627,1566200,Get rid of Stevie Louder.,1
137775538,1566200,Anything hockey related on PC  needs to be checked out.  This game has a lot of potential and the road-map looks promising.,1
137774902,1566200,"Tape to Tape is a very unique game concept. As a sports fan I thought the concept of a Hockey Roguelite was worth going in blindly even though I am not a huge fan of Roguelites.  On the surface Tape to Tape is a fun little arcade hockey game that is a heavily arcade-fantasy style sports game. My personal opinion its leans too much arcade as there are literally no rules. No, icing, no off-sides, no penalties.  [b]NO OFF-SIDES.[/b] This is the biggest rule that really affects game play and strategy. After a few games you will quickly realize that off-sides in Hockey is a huge rule that adds strategy and makes the game more exciting because without it you can easily cherry pick and freely skate around the ice with the puck where ever you choose.  This one thing really soured me on the gameplay. Each match devolves into the same thing, w/o off-sides the core Hockey mechanics quickly became quit stale.  There are other minor rule issues that I can look past as an arcade hockey game but off-sides, nope.  The game features crazy reality breaking abilities like AOE farts that knock down players, throwing your stick at players to knock them down. Slapshots to the head that knock down players, freezing players in a block of ice for long periods of time.  Earlier where I said the game leans too far into the fantasy aspect, this is where it got crazy for me and not in a good way. I likes some of the stuff like throwing your stick. Once I got to the AOE fart abilities or the Ice Block or the Teleporting stuff I began to think how stupid and how unrelated this game was to actual hockey.  Its frustrating, I want to like this game but 3 hours of playing I came to the conclusion that the only thing I like about this game is that its Hockey related.  I got annoyed early on at the music and celebration animations. I came to hate the humor and art style and the ""quirky"" aspects of the game.   The core gameplay is quite bare-bones once sink your teeth into it. No stick/poke check. No deke. Checking is very poorly animated and controlled, movement feels pretty bad. You can't control the goalie while in goal. You can't manually select a player while on the ice, you can just cycle through them or hope you select the guy closest to the puck. You can't dive or kneel to block, there is no block button. There is essentially only one kind of shot, no wrist-shots. Most goals will look the same, crash the net one timers.  I think the concept has some potential but the execution isn't there. I honestly think you may like this game more if you don't give a shit about hockey but if you LOVE hockey you will see all the flaws that pile up and make this game NOT hockey at all.  This game is Early Access, maybe they can improve over time but I would avoid for now.",0
137776629,1494420,Huge potential here.  It's Arma meets StarCraft meets Savage meets Battlezone (if anyone remembers it from 1998). So far the developers have done an excellent job of creating a compelling setting with incredible visuals.  Battlefields are vast and units are really diverse requiring communication with team mates to effectively defeat enemies.  Races have obvious strengths and weaknesses that intelligent players and commanders can exploit for tactical advantages.  Teams need to carefully coordinate their defenses to avoid friendly fire.  All told a fantastic combination of FPS and RTS elements.  Looking forward to future updates!,1
137774348,1494420,"Really, REALLY good execution of the concept it's attempting for gameplay. The blend of RTS and FPS for players works VERY well together, with both sides of gameplay being relatively easy to understand and follow. Takes 1-2 attempts to learn and then you're already hitting the ground running. Also allows great co-operative gameplay between myself who prefers RTS games, and my friends, who're more on the FPS side of things. Obviously there's a lot of gameplay kinks that need to be worked out, but that's to be expected since it's not fully finished.  Graphics are great as well considering it's development state, runs smooth for every client. My only gripe is the multiplayer, can easily get laggy between players. Which I'm still looking into to see if it's my own issue or not (I usually host for my friends) or if it's from the game itself not being optimized yet.   RTS: - Feels very much like Command & Conquer, which I loved, so I felt right at home, just slower paced  FPS: - Feels a bit like CoD, just slower paced, and no grenades :P  I hope this game gets much love from the developers and becomes something great.",1
137774627,2002220,"It is a fun game. Even in this early state, you can get into the 'one more game' mood. I really like the gritty pixelart style and I think that is what made me wishlist it initially.  For now, you can see the 'alpha-ness. While it is really appealing visually, there are a lot of things I hope will change in the next steps:  UX/UI: - I think there is need of a visual-priority-concept. How does the player differentiate between enemy attacks, traps, their own attacks and allies etc - For replay value, I think it would be helpful to see more game stats post mortem. In Vampire Survivors (That comparison had to come up eventually), you can see how much damage which attack did os you can evolve your gameplay accordingly. - The connection between upgrade-icons and attacks isn't reallly comprehensible for me. A lot of icons look really similar, which makes it harder to identify them.  Powerups: - Right now, there isn't much of synergy possible except for really narrow paths (eg sword or earth). - A lot of powerups don't feel that they make much of a difference. If I do 8 damage with an attack, 5% damage increase isn't that much.  I am looking forward to see thios game develop over the next months.",1
137776584,2337630,"This game leaves a lot to be desired.... It is unfinished, very janky and doesn't play especially well.  Why does this game not have career mode such as Cricket 22, the backend is all there for it to be used in this game.. I should be able to create a player and go through their career to afl level. Dissapointing really.  Game crashes fairly often, Can't play on from outside out of bounds (You can in real life) when on the mark you are basically useless to the person playing on directly around you. Handballing is shocking. Tackling is bad. Players teleport 10 metres and lay tackles.  Can't even make your own team properly and use it in a season, nor can you give them custom jumpers.  Needs a lot of work done on it before it's at an acceptable level. I will only keep it because my kids enjoy playing it.",0
137775946,2337630,Absolutely horrendous... does not run on my 5K widescreen even though the resolution within the settings is set to that.  The gameplan is as bad as I have ever seen on a game.  It should not be this hard to make an AFL game... the game is not even worth $9.99 never mind $99.    I wish I could get my money back...,0
137773675,2337630,"So many bugs. This game really feels unfinished. Just from a couple of hours playing, I've noticed the following:  -The jumper and colours for any custom team cannot be changed. -All ""Free Agency"" and nearly all non-AFL players are the same bald generic player model only with varying heights and weights. Not even sure if their height matches their positions (I made a custom club made up of only the free agency players and my ruck was fairly short). -No Craig McRae at the very least during the 1/4 time and 3/4 time breaks. Not sure if any other coaches are missing. -It's way, way, way too easy to take contested marks. -There seems to be a delay between getting the ball and being able to kick it. I have tried to press and hold the kick button as soon as I get the ball but due to a half second delay I find myself having to charge it up again, leaving me open to getting tackled. -Speaking of getting tackled, you could be running from an opponent and by 2-3m away when you take a kick, but due to the a combination of the slow kick animation, the player also slowing down and the tackler teleporting to bridge the gap, you get caught incorrectly disposing of the ball. When combined with the delay between getting the ball and being able to kick it, this is by far the most infuriating bug in the game. -Quite a number of times, players seem to fly along the ground from way out of position to where the ball drops to take a mark. This could be up to 10m. -A few times, I've taken a mark, then get called to play on after not even a second and without pressing a button due to the player landing off the line. -In the team management menu before games, moving players from the interchange or sub position causes the interchange or sub label to disappear until you back out then go back in. -During kick outs, the back pocket players go to about 5m from you and call for a kick. -Crowd numbers are odd. Just playing at the MCG for round 1 for Collingwood vs Geelong and it seems like 30,000 people are there, which just simply wouldn't happen. -There's been instances where a player attempts to handball, it then ricochets off of another player which launches the ball 60-70 meters. -When you attempt to handball to a player, often the ball will go in the complete opposite direction of where you were aiming (yes, even if you aim the way your player is facing, it sometimes goes backwards). Even if a handball goes to a teammate, it will often just go straight past them. Players also get way too close for a handball to actually be useful. -If a tackle occurs, then a free kick is given, sometimes a player on your team will pick up the ball on their own and despite being surrounded by opposition players, advantage is given. -Sometimes the ball will spill loose in a tackle and nobody picks it up from either team for a number of seconds. -Players are either very slow to turn around or sometimes just don't altogether. They're also really slow to take off. Especially after a handball receive. -Some player models are just off. Not sure why Big Ant claims that every player has been face scanned as likeness accuracy seems to vary. Also noticed some odd things, like Bobby Hill having a big bald patch on the back of his head. -I haven't seen a single high tackle or in the back tackle paid. Do these even exist in this game? -Players seem to almost walk to a marking contest in the forward line. -Sometimes when a free kick is paid for out on the full, the free turns into a boundary throw in before the player even has a chance to kick it. -Deliberate out of bounds doesn't appear to be a thing in this game either as there's been handballs or kicks straight to the boundary with no other player around which just become a throw in. -Names get dropped in the stats list after the match. In a match, my second leading goalkicker (according to the commentary) had 7 goals, but they disappeared from the leading goal kickers list after the match. The leading ball winner (according to the season stats as this was after round 1) got dropped from the leading ball winner list after the match. -In the season stats page, some stats are just bizzare. Just looking at one player, these are some stats: Disposals: 46, Kicks: 34, Handballs: 12, Disposal Efficiency: 3.04% (this is really low amongst 99% of players for some reason but it gets worse), Effective Kicks: 44, Effective Handballs: 96 (although the player had nowhere near that many handballs), Kicking Eff: 1.29 (even though according to effective kicks to kicks ratio, this should be high 90% range), Effective Disposals: 140. There was also another player with 97 effective kicks from 37 kicks... -Interchanges don't occur at all.   Not only the bugs, but this game appears to be void of a lot of features, such as: -The ability to set tactics either during gameplay or during a season or career mode. -The ability to play as VFL/WAFL/SANFL and other teams even though the players are there (even if they've not been added properly). -The ability to view statistics at breaks or in the pause menu (even AFL games from ~20 years ago had this). -The ability to train players or set up training schedules to improve players during the career mode. -It doesn't even have stat updates in the game (like seeing how many goals someone has kicked just after they kick a goal plus a few other stats). AFL Evo 2 had this. -Sprinting only seems to intermittently work.  Honestly, although this game looks better than AFL Evolution 2 and plays better if you disregard some of the above bugs, it feels like a backward steps in some ways. It almost feels like a beta version considering the bugs and lack of features. AFL Live from 2011 (yes, a 12 year old game) absolutely destroys this at this point. And that didn't even have a career mode. It's just a dead-set embarrassment for our game when an absolute mess of a game like this to be released.",0
137776624,2389440,This is a wonderful little puzzle game. The art-style is supercute and I love the polaroid-like/instagram feel of the screen. The The puzzles get a little harder at the end but you have all the time in the world so that's nice. fact that this is free on top is amazing!,1
137776774,2211730,"Ah yes, Bug",1
137775714,2211730,"This game is so much fun. It was so addictive. Very stimulating, full of action and surprises.",1
137774624,1179580,"I hate the chance to look into the game some days before the release and I really liked it in several aspekt, but there are also several cons.  The visuals are pure candy and I really like the low poly look (but I am also a fan of low poly games). The characters are cute and combat is fun. It kind of feels easy until the point you really get hit... this is also the second, where it get's challaging.  I played around 5 hours. The puzzles are fun, not overly complicated and there are quite some jump and run passages. The storyline is simple but not boring while the interactions between the characters kind of have this asian touch in a good way.  Now, there are some negative aspects: This is an early access game and while I think that this is fine for survival games that you play over and over again, I don't really like this in story games you mostly play once. This often means that you never experience the final game. I understand that money is a pressing factor for indie developers, but I still like to mention that.  There are some bugs: texts seem to have been translated from chinese without adepting the time they are shown on the screen. Some text disappear so fast, that it is barely possible to follow the story line.  Sometimes, original texts are popping up.  So all in all: The game is pretty darn good and for less than 25€ it is totally worth a shot, but it might also be worth to wait for it a bit longer. So a total thumbs up but with some limitations.",1
137776469,1837580,"This game is the most unusual thing I've ever played. A very epic start with 2D graphics followed by a change to 3D and a transition to real life. During the game, there are a lot of unusual feelings, as if you are watching a movie and at the same time playing the main character in this movie, influencing his opinion, his choice. It's definitely interesting and exciting. I didn't notice any bugs in the game. Good luck in developing the project, it's really something new-innovative.",1
137775148,1837580,enjoy.,1
